unit_num,cycle,op_setting_1,op_setting_2,op_setting_3,Total temperature at fan inlet,Total temperature at LPC outlet,Total temperature at HPC outlet,Total temperature at LPT outlet,Pressure at fan inlet,Total pressure in bypass-duct,Total pressure at HPC outlet,Physical fan speed,Physical core speed,Engine pressure ratio (P50/P2),Static pressure at HPC outlet,Ratio of fuel flow to Ps30,Corrected fan speed,Corrected core speed,Bypass Ratio,Burner fuel-air ratio,Bleed Enthalpy,Demanded fan speed,Demanded corrected fan speed,HPT coolant bleed,LPT coolant bleed,RUL,State
4,177,0.0034,-0.0001,100.0,518.67,643.15,1603.1,1424.69,14.62,21.61,552.77,2388.14,9155.26,1.3,47.99,520.82,2388.12,8219.59,8.5026,0.03,396,2388,100.0,38.5,23.1635,12,Warning
4,179,0.0014,0.0,100.0,518.67,643.6,1604.11,1424.1,14.62,21.61,552.19,2388.18,9156.61,1.3,48.0,520.52,2388.15,8223.02,8.5289,0.03,397,2388,100.0,38.55,23.0599,10,Warning
4,181,0.0004,-0.0002,100.0,518.67,643.34,1597.16,1413.99,14.62,21.61,551.82,2388.11,9168.97,1.3,47.95,520.24,2388.16,8230.94,8.4821,0.03,396,2388,100.0,38.57,23.1169,8,Alarm
4,183,0.0034,0.0002,100.0,518.67,644.5,1602.97,1426.55,14.62,21.61,551.6,2388.12,9175.69,1.3,48.08,520.17,2388.12,8239.91,8.5034,0.03,399,2388,100.0,38.47,23.0511,6,Alarm
4,185,-0.0031,0.0005,100.0,518.67,643.27,1607.57,1429.22,14.62,21.61,551.91,2388.1,9184.41,1.3,48.19,520.12,2388.12,8246.77,8.5254,0.03,396,2388,100.0,38.47,23.118,4,Fail
4,187,-0.0005,0.0005,100.0,518.67,643.69,1603.04,1422.74,14.62,21.61,552.02,2388.14,9203.22,1.3,48.08,519.6,2388.12,8253.53,8.5283,0.03,396,2388,100.0,38.49,23.0135,2,Fail
4,189,-0.0024,-0.0002,100.0,518.67,644.53,1612.11,1432.55,14.62,21.61,551.93,2388.13,9198.32,1.3,48.15,519.84,2388.16,8259.42,8.5246,0.03,398,2388,100.0,38.44,23.1006,0,Fail
5,51,-0.0037,0.0,100.0,518.67,642.32,1580.84,1393.67,14.62,21.61,555.05,2388.03,9071.92,1.3,47.27,521.92,2387.97,8149.73,8.4279,0.03,390,2388,100.0,39.03,23.513,218,OK
5,53,0.0008,0.0001,100.0,518.67,642.2,1582.71,1393.24,14.62,21.61,554.25,2388.03,9077.51,1.3,47.2,522.72,2388.03,8156.34,8.3814,0.03,392,2388,100.0,38.86,23.5408,216,OK
5,55,-0.0004,-0.0005,100.0,518.67,641.98,1586.8,1394.57,14.62,21.61,555.17,2387.96,9061.38,1.3,47.11,522.39,2387.96,8147.61,8.4043,0.03,391,2388,100.0,39.1,23.4353,214,OK
5,57,-0.0002,0.0001,100.0,518.67,641.95,1578.24,1394.93,14.62,21.61,554.47,2388.01,9066.62,1.3,47.18,522.61,2387.96,8145.61,8.4152,0.03,393,2388,100.0,39.1,23.458,212,OK
5,59,0.001,0.0005,100.0,518.67,642.05,1589.45,1400.43,14.62,21.6,554.4,2387.96,9066.93,1.3,47.24,522.46,2388.0,8149.3,8.4024,0.03,391,2388,100.0,38.98,23.4878,210,OK
5,61,-0.0024,0.0001,100.0,518.67,642.36,1586.95,1396.92,14.62,21.61,554.64,2388.01,9074.25,1.3,47.12,522.82,2388.03,8148.27,8.3844,0.03,391,2388,100.0,38.97,23.3773,208,OK
5,63,0.003,0.0003,100.0,518.67,642.18,1585.76,1392.17,14.62,21.61,554.81,2388.01,9071.42,1.3,47.31,522.15,2387.95,8150.35,8.3846,0.03,392,2388,100.0,38.93,23.4232,206,OK
5,65,0.0006,-0.0001,100.0,518.67,641.96,1578.21,1389.19,14.62,21.61,554.64,2388.02,9071.71,1.3,47.02,522.18,2387.95,8152.49,8.4485,0.03,392,2388,100.0,39.12,23.5078,204,OK
5,67,0.0005,-0.0004,100.0,518.67,641.67,1582.01,1396.82,14.62,21.61,555.49,2388.02,9074.04,1.3,47.11,522.57,2387.94,8151.21,8.4105,0.03,391,2388,100.0,38.91,23.3088,202,OK
5,69,-0.0017,-0.0002,100.0,518.67,641.9,1589.43,1390.32,14.62,21.61,554.63,2388.04,9069.58,1.3,47.1,522.89,2388.02,8152.11,8.4083,0.03,391,2388,100.0,38.93,23.414,200,OK
5,71,0.0011,0.0004,100.0,518.67,642.35,1581.52,1401.7,14.62,21.6,554.13,2388.01,9068.96,1.3,47.26,521.97,2388.03,8155.12,8.3996,0.03,393,2388,100.0,39.21,23.3416,198,OK
5,73,-0.0012,-0.0002,100.0,518.67,642.28,1586.66,1396.49,14.62,21.61,554.24,2388.01,9067.91,1.3,47.45,522.42,2387.95,8153.71,8.4145,0.03,390,2388,100.0,38.97,23.5003,196,OK
5,75,0.0011,-0.0004,100.0,518.67,642.34,1576.87,1395.05,14.62,21.61,554.16,2388.03,9072.57,1.3,47.08,522.12,2387.97,8150.97,8.4485,0.03,390,2388,100.0,38.8,23.3528,194,OK
5,77,-0.0016,-0.0001,100.0,518.67,642.99,1582.03,1400.14,14.62,21.61,554.69,2388.02,9069.5,1.3,47.43,522.21,2387.99,8144.93,8.3842,0.03,391,2388,100.0,38.95,23.4504,192,OK
5,79,-0.0004,-0.0001,100.0,518.67,642.16,1583.08,1401.35,14.62,21.61,554.27,2388.02,9066.15,1.3,47.2,522.78,2387.99,8159.16,8.4122,0.03,392,2388,100.0,39.1,23.4195,190,OK
5,81,0.0009,-0.0005,100.0,518.67,642.38,1592.17,1400.48,14.62,21.61,554.47,2388.02,9073.63,1.3,47.26,522.34,2387.98,8148.93,8.4031,0.03,392,2388,100.0,39.08,23.4464,188,OK
5,83,0.0018,-0.0003,100.0,518.67,642.19,1588.18,1395.2,14.62,21.61,554.3,2388.04,9068.21,1.3,47.29,522.79,2387.99,8150.81,8.3695,0.03,392,2388,100.0,38.91,23.4349,186,OK
5,85,0.0015,-0.0003,100.0,518.67,642.42,1582.86,1403.16,14.62,21.61,554.41,2388.0,9079.41,1.3,47.24,522.75,2387.94,8148.5,8.425,0.03,394,2388,100.0,38.83,23.359,184,OK
5,87,-0.0001,-0.0005,100.0,518.67,642.39,1588.63,1399.65,14.62,21.6,554.98,2387.99,9064.05,1.3,47.2,522.54,2387.96,8157.7,8.4232,0.03,391,2388,100.0,39.01,23.4197,182,OK
5,89,-0.0028,0.0003,100.0,518.67,642.54,1580.0,1399.09,14.62,21.61,554.3,2387.93,9063.81,1.3,47.18,522.33,2388.01,8152.02,8.3848,0.03,393,2388,100.0,38.9,23.3537,180,OK
5,91,-0.0052,-0.0001,100.0,518.67,642.4,1584.88,1397.86,14.62,21.61,554.37,2388.0,9066.54,1.3,47.3,522.69,2387.98,8151.87,8.4312,0.03,391,2388,100.0,38.99,23.476,178,OK
5,93,-0.0028,0.0001,100.0,518.67,642.14,1586.11,1407.84,14.62,21.61,554.78,2387.97,9067.04,1.3,47.23,522.39,2387.99,8147.16,8.3897,0.03,391,2388,100.0,39.08,23.3175,176,OK
5,95,0.0002,0.0001,100.0,518.67,642.27,1580.93,1394.89,14.62,21.61,554.31,2387.97,9069.86,1.3,47.35,522.12,2388.04,8151.57,8.396,0.03,391,2388,100.0,39.07,23.3527,174,OK
5,97,-0.0029,0.0004,100.0,518.67,641.94,1580.56,1403.69,14.62,21.61,554.62,2388.02,9078.81,1.3,47.14,522.36,2388.0,8149.62,8.4089,0.03,393,2388,100.0,39.13,23.5044,172,OK
5,99,-0.0012,-0.0002,100.0,518.67,642.17,1591.08,1391.43,14.62,21.61,554.22,2387.95,9078.41,1.3,47.18,522.54,2388.0,8150.57,8.4152,0.03,391,2388,100.0,39.01,23.4228,170,OK
5,101,0.0004,-0.0002,100.0,518.67,642.7,1579.62,1397.41,14.62,21.61,553.76,2387.99,9076.44,1.3,47.42,522.09,2388.05,8149.76,8.4371,0.03,393,2388,100.0,39.19,23.3793,168,OK
5,103,0.0027,-0.0003,100.0,518.67,641.39,1585.05,1397.75,14.62,21.61,553.78,2388.03,9072.66,1.3,47.18,522.33,2388.02,8160.43,8.4155,0.03,393,2388,100.0,38.97,23.3841,166,OK
5,105,0.0034,-0.0001,100.0,518.67,642.52,1582.74,1399.72,14.62,21.61,554.3,2387.97,9071.75,1.3,47.32,522.66,2388.03,8155.55,8.4357,0.03,391,2388,100.0,38.98,23.3791,164,OK
5,107,-0.0009,0.0002,100.0,518.67,642.12,1580.22,1403.27,14.62,21.61,554.18,2388.01,9075.77,1.3,47.03,521.47,2388.03,8149.95,8.4003,0.03,390,2388,100.0,38.92,23.3522,162,OK
5,109,0.0012,0.0002,100.0,518.67,642.03,1581.03,1391.38,14.62,21.61,554.31,2388.03,9071.55,1.3,47.35,521.91,2387.99,8148.45,8.3903,0.03,392,2388,100.0,38.93,23.3034,160,OK
5,111,0.0008,-0.0001,100.0,518.67,642.12,1588.25,1399.03,14.62,21.61,553.91,2387.97,9067.07,1.3,47.31,521.67,2387.96,8158.69,8.3775,0.03,393,2388,100.0,39.06,23.3769,158,OK
5,113,-0.0047,-0.0005,100.0,518.67,642.47,1581.8,1397.04,14.62,21.61,554.59,2387.99,9070.64,1.3,47.33,522.01,2387.97,8155.45,8.4125,0.03,392,2388,100.0,38.97,23.4274,156,OK
5,115,-0.0003,0.0,100.0,518.67,642.77,1582.08,1402.61,14.62,21.61,555.09,2388.02,9072.51,1.3,47.24,522.32,2388.01,8151.54,8.3732,0.03,390,2388,100.0,39.02,23.5323,154,OK
5,117,0.0002,0.0001,100.0,518.67,642.57,1585.3,1406.58,14.62,21.61,554.4,2388.05,9076.87,1.3,47.23,521.54,2388.01,8151.23,8.3931,0.03,391,2388,100.0,39.19,23.3632,152,OK
5,119,0.0028,-0.0002,100.0,518.67,642.25,1585.03,1391.47,14.62,21.61,554.5,2388.04,9068.59,1.3,47.35,522.22,2387.99,8154.15,8.4193,0.03,392,2388,100.0,38.84,23.3717,150,OK
5,121,0.0007,-0.0004,100.0,518.67,642.57,1584.87,1402.45,14.62,21.61,554.38,2388.05,9069.61,1.3,47.31,522.52,2388.04,8150.71,8.4385,0.03,393,2388,100.0,39.01,23.4894,148,OK
5,123,0.0015,-0.0004,100.0,518.67,641.65,1588.78,1401.27,14.62,21.61,554.09,2387.99,9076.71,1.3,47.19,522.02,2388.01,8156.92,8.3626,0.03,389,2388,100.0,38.9,23.3777,146,OK
5,125,-0.0017,0.0001,100.0,518.67,641.73,1578.0,1406.98,14.62,21.61,554.33,2388.01,9074.98,1.3,47.3,522.24,2388.0,8149.66,8.3917,0.03,391,2388,100.0,38.97,23.355,144,OK
5,127,-0.0006,-0.0,100.0,518.67,642.43,1583.6,1408.51,14.62,21.61,554.6,2388.01,9073.53,1.3,47.33,522.54,2387.97,8152.34,8.3721,0.03,393,2388,100.0,38.9,23.4354,142,OK
5,129,0.0023,-0.0003,100.0,518.67,642.68,1588.84,1397.11,14.62,21.61,554.65,2387.97,9069.92,1.3,47.19,522.49,2388.02,8159.84,8.3929,0.03,391,2388,100.0,39.06,23.3206,140,OK
5,131,0.0001,-0.0002,100.0,518.67,642.21,1586.16,1397.93,14.62,21.61,554.12,2387.99,9078.24,1.3,47.38,522.6,2387.97,8154.99,8.4124,0.03,393,2388,100.0,38.85,23.2558,138,OK
5,133,-0.0037,-0.0003,100.0,518.67,642.28,1589.63,1404.86,14.62,21.61,553.91,2387.97,9070.01,1.3,47.3,521.62,2387.96,8151.26,8.4125,0.03,392,2388,100.0,38.9,23.2596,136,OK
5,135,0.0007,0.0001,100.0,518.67,641.98,1587.28,1402.53,14.62,21.61,554.09,2388.04,9069.11,1.3,47.23,522.34,2388.02,8154.79,8.4215,0.03,391,2388,100.0,39.01,23.4529,134,OK
5,137,-0.0024,-0.0002,100.0,518.67,642.24,1584.09,1401.1,14.62,21.61,554.89,2388.07,9081.28,1.3,47.4,522.14,2387.97,8161.82,8.4328,0.03,392,2388,100.0,38.92,23.3137,132,OK
5,139,-0.0009,0.0003,100.0,518.67,642.33,1584.72,1401.56,14.62,21.61,555.09,2388.0,9082.51,1.3,47.27,522.2,2388.07,8153.89,8.4223,0.03,392,2388,100.0,38.92,23.3578,130,OK
5,141,0.0013,0.0004,100.0,518.67,641.74,1588.78,1399.09,14.62,21.61,554.44,2388.01,9070.37,1.3,47.33,521.88,2388.02,8151.24,8.4425,0.03,394,2388,100.0,38.69,23.4524,128,OK
5,143,0.0004,-0.0003,100.0,518.67,642.4,1587.63,1397.69,14.62,21.61,554.91,2387.94,9075.83,1.3,47.28,522.06,2388.06,8153.38,8.3784,0.03,392,2388,100.0,38.92,23.4932,126,OK
5,145,0.0015,-0.0003,100.0,518.67,642.31,1592.74,1402.0,14.62,21.61,554.58,2388.02,9075.61,1.3,47.32,522.15,2388.01,8154.49,8.4079,0.03,391,2388,100.0,38.77,23.3737,124,OK
5,147,0.0022,-0.0004,100.0,518.67,642.01,1591.29,1400.0,14.62,21.61,553.86,2388.0,9073.84,1.3,47.33,522.35,2387.96,8155.31,8.3754,0.03,389,2388,100.0,38.97,23.3927,122,OK
5,149,-0.0008,-0.0002,100.0,518.67,642.53,1585.65,1401.78,14.62,21.61,553.95,2388.01,9075.63,1.3,47.12,521.78,2388.03,8158.85,8.4133,0.03,392,2388,100.0,38.95,23.3417,120,OK
5,151,0.001,-0.0,100.0,518.67,642.03,1588.2,1406.3,14.62,21.61,554.4,2388.03,9070.81,1.3,47.28,521.81,2388.01,8154.79,8.4232,0.03,393,2388,100.0,38.95,23.3254,118,OK
5,153,0.0019,0.0002,100.0,518.67,642.62,1589.26,1406.59,14.62,21.61,554.39,2387.99,9073.55,1.3,47.44,522.07,2388.03,8155.84,8.425,0.03,391,2388,100.0,38.85,23.3812,116,OK
5,155,0.0005,-0.0002,100.0,518.67,642.32,1584.17,1399.99,14.62,21.61,554.56,2388.01,9079.84,1.3,47.32,521.83,2387.99,8155.6,8.4703,0.03,393,2388,100.0,38.76,23.3817,114,OK
5,157,0.0006,0.0001,100.0,518.67,642.13,1589.32,1404.11,14.62,21.61,554.02,2388.02,9076.39,1.3,47.44,521.76,2388.0,8159.66,8.412,0.03,393,2388,100.0,39.05,23.3554,112,OK
5,159,-0.0007,-0.0001,100.0,518.67,642.42,1585.25,1410.83,14.62,21.61,553.99,2387.99,9079.84,1.3,47.45,521.64,2388.04,8149.84,8.3972,0.03,392,2388,100.0,39.09,23.3098,110,OK
5,161,0.0019,-0.0005,100.0,518.67,642.04,1587.84,1408.28,14.62,21.61,553.85,2387.97,9076.65,1.3,47.47,522.19,2388.04,8154.94,8.4065,0.03,392,2388,100.0,38.94,23.3001,108,OK
5,163,-0.001,0.0004,100.0,518.67,642.63,1594.42,1403.54,14.62,21.61,553.72,2388.03,9072.23,1.3,47.49,521.72,2388.0,8164.66,8.4168,0.03,392,2388,100.0,38.94,23.2216,106,OK
5,165,0.0007,0.0003,100.0,518.67,642.53,1592.1,1405.58,14.62,21.61,553.89,2388.1,9086.9,1.3,47.38,522.03,2388.04,8158.97,8.3896,0.03,392,2388,100.0,38.99,23.2691,104,OK
5,167,-0.0004,0.0003,100.0,518.67,642.54,1585.36,1398.88,14.62,21.61,554.44,2388.02,9076.45,1.3,47.3,522.33,2388.01,8157.53,8.4001,0.03,393,2388,100.0,38.97,23.3531,102,OK
5,169,-0.003,0.0001,100.0,518.67,642.61,1584.53,1404.83,14.62,21.61,553.94,2388.01,9087.43,1.3,47.51,521.47,2387.99,8158.85,8.4577,0.03,393,2388,100.0,38.89,23.3704,100,OK
5,171,-0.0032,0.0003,100.0,518.67,642.41,1585.41,1405.3,14.62,21.61,553.62,2387.99,9079.76,1.3,47.53,521.62,2388.07,8156.6,8.4307,0.03,391,2388,100.0,38.85,23.3103,98,OK
5,173,0.0055,0.0,100.0,518.67,642.61,1578.99,1399.72,14.62,21.61,554.43,2388.02,9077.68,1.3,47.38,522.11,2388.01,8164.74,8.4031,0.03,394,2388,100.0,38.81,23.3066,96,OK
5,175,-0.0002,0.0004,100.0,518.67,642.07,1591.64,1407.55,14.62,21.61,553.65,2388.06,9078.61,1.3,47.45,521.74,2388.02,8156.4,8.4409,0.03,391,2388,100.0,38.73,23.263,94,OK
5,177,-0.0043,-0.0002,100.0,518.67,642.32,1593.2,1404.8,14.62,21.61,554.05,2388.04,9078.66,1.3,47.49,522.42,2388.07,8163.89,8.4426,0.03,392,2388,100.0,38.91,23.4318,92,OK
5,179,0.001,0.0002,100.0,518.67,642.66,1585.57,1404.91,14.62,21.61,553.92,2388.03,9083.4,1.3,47.33,521.72,2388.06,8163.93,8.4047,0.03,393,2388,100.0,38.94,23.3704,90,OK
5,181,0.0012,-0.0,100.0,518.67,642.13,1585.09,1406.41,14.62,21.6,553.92,2388.05,9090.1,1.3,47.24,521.95,2388.0,8157.49,8.4198,0.03,392,2388,100.0,38.63,23.37,88,OK
5,183,0.0004,-0.0003,100.0,518.67,642.35,1587.85,1414.51,14.62,21.61,554.04,2388.03,9082.04,1.3,47.57,521.88,2388.05,8162.34,8.446,0.03,392,2388,100.0,38.86,23.2491,86,OK
5,185,-0.0014,-0.0004,100.0,518.67,642.49,1589.31,1409.3,14.62,21.61,553.25,2387.98,9090.79,1.3,47.38,521.81,2388.02,8167.26,8.4278,0.03,393,2388,100.0,38.89,23.3935,84,OK
5,187,-0.0003,0.0004,100.0,518.67,642.99,1586.12,1401.97,14.62,21.61,553.8,2388.09,9081.99,1.3,47.52,521.82,2388.02,8162.51,8.4362,0.03,392,2388,100.0,38.71,23.322,82,OK
5,189,0.0005,-0.0004,100.0,518.67,643.18,1582.91,1411.05,14.62,21.61,553.77,2387.99,9082.07,1.3,47.32,521.53,2387.96,8163.51,8.4415,0.03,394,2388,100.0,38.79,23.3599,80,OK
5,191,-0.0042,0.0002,100.0,518.67,642.4,1580.79,1401.97,14.62,21.61,553.1,2388.06,9083.96,1.3,47.46,521.68,2388.03,8163.78,8.4429,0.03,394,2388,100.0,38.95,23.4181,78,OK
5,193,-0.0003,0.0001,100.0,518.67,642.55,1589.42,1414.49,14.62,21.61,552.88,2388.09,9088.74,1.3,47.57,521.71,2388.02,8166.44,8.4162,0.03,393,2388,100.0,38.72,23.2404,76,OK
5,195,-0.0005,-0.0,100.0,518.67,642.4,1590.34,1421.88,14.62,21.61,553.55,2388.08,9084.23,1.3,47.36,521.68,2388.04,8163.14,8.4053,0.03,394,2388,100.0,38.77,23.215,74,OK
5,197,0.0021,-0.0003,100.0,518.67,642.43,1590.01,1403.3,14.62,21.61,553.4,2388.04,9081.19,1.3,47.33,521.47,2388.04,8160.68,8.4338,0.03,394,2388,100.0,38.7,23.3149,72,OK
5,199,0.0001,-0.0005,100.0,518.67,642.77,1595.73,1399.32,14.62,21.61,553.35,2388.07,9083.02,1.3,47.66,521.76,2388.06,8171.46,8.4662,0.03,395,2388,100.0,38.82,23.1856,70,OK
5,201,-0.0025,0.0003,100.0,518.67,642.26,1589.08,1407.48,14.62,21.61,553.72,2388.05,9093.9,1.3,47.51,521.6,2388.07,8172.32,8.4336,0.03,393,2388,100.0,38.87,23.1862,68,OK
5,203,0.0015,0.0004,100.0,518.67,643.22,1589.02,1406.81,14.62,21.61,552.99,2388.06,9092.01,1.3,47.52,521.88,2388.07,8164.43,8.4343,0.03,395,2388,100.0,38.89,23.2729,66,OK
5,205,-0.001,-0.0005,100.0,518.67,642.58,1584.22,1402.8,14.62,21.61,553.92,2388.1,9087.74,1.3,47.47,521.79,2388.03,8168.65,8.4667,0.03,393,2388,100.0,38.66,23.3226,64,OK
5,207,0.0008,-0.0003,100.0,518.67,642.59,1585.09,1418.64,14.62,21.61,553.19,2388.05,9089.76,1.3,47.69,521.33,2388.08,8166.66,8.4453,0.03,394,2388,100.0,38.84,23.3964,62,OK
5,209,-0.0002,0.0001,100.0,518.67,642.75,1588.4,1407.83,14.62,21.61,552.95,2388.02,9094.19,1.3,47.79,521.94,2388.03,8171.8,8.4047,0.03,394,2388,100.0,38.83,23.3604,60,OK
5,211,0.0004,-0.0001,100.0,518.67,642.81,1593.96,1410.44,14.62,21.61,553.41,2388.05,9102.5,1.3,47.45,520.91,2388.05,8172.92,8.4713,0.03,394,2388,100.0,38.66,23.2832,58,OK
5,213,-0.0027,0.0001,100.0,518.67,642.61,1592.49,1411.76,14.62,21.61,553.11,2388.01,9101.41,1.3,47.64,521.22,2388.03,8169.99,8.4424,0.03,394,2388,100.0,38.81,23.2581,56,OK
5,215,0.003,-0.0,100.0,518.67,643.25,1598.9,1414.35,14.62,21.61,552.63,2388.01,9095.98,1.3,47.58,521.17,2388.02,8178.3,8.4817,0.03,393,2388,100.0,38.81,23.1971,54,OK
5,217,-0.001,0.0004,100.0,518.67,642.69,1590.44,1411.58,14.62,21.61,553.41,2388.09,9103.2,1.3,47.58,521.49,2388.1,8174.26,8.4691,0.03,395,2388,100.0,38.59,23.2088,52,OK
5,219,-0.0027,-0.0002,100.0,518.67,642.85,1591.7,1410.72,14.62,21.61,552.88,2388.11,9100.47,1.3,47.71,521.26,2388.11,8177.08,8.4295,0.03,394,2388,100.0,38.49,23.2752,50,OK
5,221,0.0034,0.0001,100.0,518.67,642.84,1599.89,1411.56,14.62,21.61,553.3,2388.04,9102.51,1.3,47.68,520.67,2388.1,8179.15,8.4499,0.03,393,2388,100.0,38.75,23.2008,48,OK
5,223,0.0015,-0.0003,100.0,518.67,642.33,1598.78,1414.61,14.62,21.61,553.29,2388.06,9101.35,1.3,47.72,520.86,2388.06,8173.18,8.4987,0.03,394,2388,100.0,38.82,23.2127,46,OK
5,225,0.0009,-0.0004,100.0,518.67,642.92,1592.04,1420.41,14.62,21.61,553.01,2388.08,9102.44,1.3,47.71,520.41,2388.1,8179.37,8.4576,0.03,394,2388,100.0,38.7,23.1596,44,OK
5,227,0.0013,-0.0001,100.0,518.67,642.72,1597.53,1409.96,14.62,21.61,552.61,2388.09,9111.64,1.3,47.85,521.23,2388.05,8181.18,8.4805,0.03,394,2388,100.0,38.66,23.2685,42,OK
5,229,-0.0018,-0.0004,100.0,518.67,643.36,1599.17,1410.49,14.62,21.61,552.54,2388.07,9102.33,1.3,47.64,521.14,2388.05,8178.67,8.4722,0.03,395,2388,100.0,38.76,23.245,40,OK
5,231,0.0022,0.0003,100.0,518.67,642.73,1585.5,1418.89,14.62,21.61,552.79,2388.1,9097.5,1.3,47.82,521.18,2388.04,8181.82,8.4484,0.03,395,2388,100.0,38.68,23.2363,38,Warning
5,233,0.0002,-0.0004,100.0,518.67,643.7,1596.32,1410.89,14.62,21.61,553.12,2388.15,9110.31,1.3,47.78,521.04,2388.09,8181.22,8.4873,0.03,393,2388,100.0,38.55,23.2345,36,Warning
5,235,-0.0026,-0.0002,100.0,518.67,643.17,1597.63,1414.36,14.62,21.61,552.8,2388.11,9117.65,1.3,47.73,520.52,2388.13,8183.27,8.4749,0.03,394,2388,100.0,38.75,23.2203,34,Warning
5,237,0.0003,-0.0002,100.0,518.67,643.68,1589.94,1416.89,14.62,21.61,553.0,2388.06,9117.53,1.3,47.98,521.55,2388.06,8185.55,8.4604,0.03,396,2388,100.0,38.71,23.17,32,Warning
5,239,-0.0038,0.0002,100.0,518.67,643.05,1601.15,1418.73,14.62,21.61,553.54,2388.16,9120.67,1.3,47.85,521.51,2388.09,8185.64,8.4813,0.03,394,2388,100.0,38.72,23.192,30,Warning
5,241,0.0007,0.0,100.0,518.67,642.99,1592.89,1428.4,14.62,21.61,552.57,2388.1,9117.35,1.3,47.57,521.03,2388.07,8187.67,8.487,0.03,395,2388,100.0,38.66,23.2378,28,Warning
5,243,0.0029,0.0001,100.0,518.67,643.25,1599.63,1418.14,14.62,21.61,552.95,2388.12,9125.43,1.3,47.95,520.69,2388.18,8187.52,8.4759,0.03,395,2388,100.0,38.78,23.0681,26,Warning
5,245,0.001,0.0001,100.0,518.67,643.13,1599.31,1421.8,14.62,21.61,552.46,2388.13,9114.21,1.3,47.96,520.54,2388.18,8195.26,8.4866,0.03,393,2388,100.0,38.68,23.2506,24,Warning
5,247,0.0005,0.0,100.0,518.67,643.4,1601.11,1416.75,14.62,21.61,551.86,2388.12,9124.41,1.3,47.87,520.01,2388.11,8190.88,8.482,0.03,395,2388,100.0,38.76,23.1255,22,Warning
5,249,-0.0041,0.0002,100.0,518.67,643.56,1597.93,1423.94,14.62,21.61,551.98,2388.16,9127.54,1.3,47.9,520.36,2388.13,8197.28,8.5371,0.03,395,2388,100.0,38.57,23.2299,20,Warning
5,251,-0.0031,0.0002,100.0,518.67,643.59,1599.58,1423.26,14.62,21.61,551.47,2388.13,9130.2,1.3,47.72,520.49,2388.16,8195.27,8.4868,0.03,396,2388,100.0,38.67,23.125,18,Warning
5,253,0.0032,-0.0004,100.0,518.67,643.59,1602.52,1423.22,14.62,21.61,551.61,2388.11,9129.89,1.3,48.08,520.82,2388.16,8193.67,8.509,0.03,396,2388,100.0,38.48,23.1336,16,Warning
5,255,-0.0015,-0.0003,100.0,518.67,643.46,1594.11,1428.03,14.62,21.61,551.73,2388.18,9134.42,1.3,48.19,520.38,2388.16,8199.45,8.4968,0.03,396,2388,100.0,38.67,23.2145,14,Warning
5,257,0.0011,0.0004,100.0,518.67,643.22,1604.25,1424.27,14.62,21.61,552.21,2388.05,9122.22,1.3,48.27,519.88,2388.16,8202.02,8.5263,0.03,395,2388,100.0,38.61,23.2326,12,Warning
5,259,-0.0018,-0.0003,100.0,518.67,643.78,1608.65,1420.14,14.62,21.61,551.42,2388.21,9136.26,1.3,48.05,520.12,2388.15,8203.36,8.539,0.03,397,2388,100.0,38.34,23.0195,10,Warning
5,261,0.0014,0.0005,100.0,518.67,643.27,1600.6,1421.13,14.62,21.61,552.07,2388.16,9133.37,1.3,48.13,520.63,2388.14,8201.38,8.495,0.03,396,2388,100.0,38.52,23.1152,8,Alarm
5,263,-0.0013,-0.0003,100.0,518.67,643.95,1608.2,1421.15,14.62,21.61,551.57,2388.14,9140.04,1.3,48.04,520.05,2388.15,8211.55,8.5201,0.03,397,2388,100.0,38.42,23.1361,6,Alarm
5,265,0.0028,-0.0003,100.0,518.67,643.8,1605.53,1424.57,14.62,21.61,551.37,2388.16,9148.96,1.3,48.03,519.8,2388.1,8203.89,8.541,0.03,395,2388,100.0,38.35,23.0857,4,Fail
5,267,0.0018,0.0001,100.0,518.67,643.73,1609.41,1430.25,14.62,21.61,551.55,2388.1,9147.65,1.3,48.26,519.66,2388.17,8206.86,8.5292,0.03,397,2388,100.0,38.49,23.0566,2,Fail
5,269,0.0022,0.0003,100.0,518.67,643.46,1597.28,1430.74,14.62,21.61,550.77,2388.18,9157.05,1.3,48.26,519.86,2388.16,8212.75,8.5209,0.03,397,2388,100.0,38.45,23.0296,0,Fail
6,51,0.0023,-0.0004,100.0,518.67,643.18,1587.6,1411.46,14.62,21.61,553.58,2388.09,9044.0,1.3,47.54,521.57,2388.15,8122.02,8.4422,0.03,394,2388,100.0,38.73,23.2563,137,OK
6,53,-0.0025,0.0001,100.0,518.67,642.72,1587.56,1411.47,14.62,21.61,553.47,2388.12,9037.0,1.3,47.61,521.41,2388.13,8119.78,8.4628,0.03,392,2388,100.0,38.83,23.3784,135,OK
6,55,0.001,-0.0001,100.0,518.67,642.62,1593.8,1410.73,14.62,21.61,553.6,2388.12,9038.34,1.3,47.49,521.44,2388.15,8116.16,8.4378,0.03,394,2388,100.0,38.74,23.3015,133,OK
6,57,0.0032,-0.0001,100.0,518.67,642.4,1592.85,1409.82,14.62,21.61,553.45,2388.13,9036.78,1.3,47.53,521.1,2388.11,8117.74,8.4325,0.03,394,2388,100.0,38.96,23.3324,131,OK
